engine_rpm,lub_oil_pressure,fuel_pressure,coolant_pressure,lub_oil_temp,coolant_temp,engine_condition
703,3.002107507,6.829738705,0.920895461,76.47747134,66.09663458,1
837,0.892616674,4.47817849,1.263874992,77.07131911,79.32465216,0
437,2.036424109,1.82624867,1.820540613,74.30989681,76.33855678,1
744,3.937448789,12.47226822,2.303231164,77.97794261,67.76061654,0
783,3.220059535,12.69716865,1.539830089,75.81136225,68.75124668,1
784,1.923395719,8.753828981,1.250356514,75.28955058,84.0646871,0
581,2.392303444,6.378779378,1.265366612,78.59764708,77.64705048,1
658,3.983149165,8.592837327,0.838613801,76.89059026,64.64207078,1
1165,1.757135622,8.404612748,2.682456745,76.80375821,85.17412268,0
398,3.954795199,7.845874012,2.29562002,75.6189815,76.46957583,1
683,3.009257083,5.096734689,2.43463835,76.83332336,80.66480457,0
869,2.080204522,4.013707963,2.003622325,76.75598727,79.18403514,0
1097,4.153074015,4.625568721,2.971940134,77.02574237,78.84603869,0
448,2.396444237,5.813575048,1.511119682,78.2260889,74.65991962,0
1186,2.464418735,5.348569483,2.865400666,74.93234484,73.48468542,0
710,4.746208266,5.257445091,2.938528308,75.11121095,72.44639821,0
598,3.593553872,6.924250186,3.233435695,75.31521669,77.93574964,1
636,4.620254378,5.455074234,2.582583327,72.6891868,79.97827737,1
729,2.173202336,2.613106079,1.93032149,78.06924457,91.12922978,1
1329,3.588706331,6.446180933,2.610932923,76.12610848,76.57936056,1
590,4.064424083,4.323959636,5.025569967,76.55107947,78.52125023,1
765,1.712463353,6.704651207,2.762704291,76.56633314,79.75165889,1
874,2.05968515,6.102168059,1.53338911,76.05638923,81.91752232,1
625,2.294546128,5.764743341,1.766447385,76.41053777,76.8426266,0
521,3.987323208,10.18067073,2.889094733,75.06962594,91.85768324,1
653,2.417051699,10.72919922,1.431353729,74.97918962,66.67468462,1
998,2.149429611,9.005664741,2.011843936,83.98443599,83.41351224,1
376,3.528246176,7.485242208,1.300370984,75.28101982,74.91562605,1
1309,0.474949939,8.604389245,3.151084313,75.35123511,69.18137444,1
1628,4.693426328,6.369415761,1.607819758,75.13868096,73.74444603,0
503,3.812021251,7.087296927,3.133089432,77.31501706,84.94804004,1
866,3.085225351,6.640999977,3.269877429,78.02845603,89.95794988,1
1142,4.90913438,5.602501963,2.086703918,76.25481115,81.43012471,1
414,4.626866765,7.789828143,3.179175808,74.7199198,75.53913169,1
706,2.312682393,5.003266103,2.706935828,74.8552848,88.70169682,1
1381,2.198275354,7.443778767,2.240529905,82.82427032,80.39836646,1
555,3.294595479,6.80818361,3.090518587,77.79290723,70.47755157,1
547,3.29250378,12.2177211,7.09757141,74.7506467,90.2218738,1
623,1.91837064,4.810781563,3.642666879,78.49270922,77.82751128,1
1267,3.709487946,15.44173134,1.822937141,77.55669396,81.06872476,0
711,3.470155097,12.18390676,1.300937424,74.61937958,87.76460737,1
1242,1.875973576,6.013043716,2.349167018,87.19625026,80.34280807,0
778,2.076533907,7.363718069,5.227736853,72.85136642,76.83837519,1
795,0.554904962,4.961375919,1.995635789,77.49582098,82.17436917,1
819,2.535005315,6.064108084,2.005830508,77.59745318,80.88110524,1
847,3.652028095,4.875655747,2.635374698,83.61813958,83.51824741,0
1032,2.750943531,4.566361501,3.029535582,75.39723653,83.40176911,0
1023,2.917935997,9.005321605,3.21711527,75.43941449,93.87062064,0
781,3.887231418,7.058079885,4.942378187,83.34979164,75.62591915,0
629,3.477679621,9.089217817,1.506918768,74.10053126,77.23419249,1
929,3.127718253,7.018146041,2.602835172,76.60101384,80.55101181,1
492,4.954712737,8.11150818,3.321205217,76.41461234,76.41817683,1
1120,2.339735957,10.05756791,1.579243468,80.03235125,76.45835339,1
1226,4.238467837,1.820025643,2.159712715,77.84907339,73.29054865,1
560,4.899979447,6.7273674,2.760673326,79.08596957,85.62175824,0
1293,2.828169782,8.365722244,1.174620729,87.46632956,77.35274459,0
625,2.444818248,6.9115624,1.96113987,74.63460324,84.99853062,1
594,2.670296999,9.094531454,2.782816089,77.07716121,83.55629602,1
930,2.998510179,7.054668025,1.179963346,75.67809874,79.89581356,1
558,2.503845601,5.907799289,6.562524424,74.5412561,86.24659676,1
1020,2.917450732,11.68601482,2.80278299,76.66652892,77.55876322,0
560,2.955638546,4.523425916,2.443808206,74.58401606,75.44913253,1
387,2.41422254,5.28609528,3.203941661,74.05471378,82.30946933,1
845,3.129304906,5.823284089,1.404212292,75.97581123,80.29995825,1
871,3.629960304,8.678018398,2.626323872,77.23740963,81.49770508,1
778,1.984703018,5.425981978,1.175172258,75.22364097,78.51129993,0
681,3.901091801,8.304079255,1.518482779,76.05790442,80.11014374,0
623,4.624268966,7.079197633,3.135808449,76.64758824,83.81024538,1
797,2.388070429,6.1723328,1.146940529,80.32193743,82.11893647,1
915,5.080410864,5.748185734,1.800220729,75.68204858,81.81915389,0
756,4.1724154,5.314295427,1.680325738,77.24539231,84.48030946,1
924,3.005325815,4.339342661,1.99992548,75.53235235,83.56581834,0
1394,3.038935281,6.583479507,1.631877379,76.30368372,76.16319983,0
459,4.682762594,6.25346267,2.370541283,75.14218208,71.10563152,1
1345,2.905515913,17.43503347,2.694946008,85.89032055,79.9954413,1
913,2.577537492,5.168560934,2.085452844,83.06345494,86.05565543,0
578,2.561981605,7.443513822,2.433970493,73.88109603,74.83607642,1
724,4.336201027,18.40439266,3.025845312,75.67278685,64.52201579,1
1126,4.090414242,2.580531686,2.234323184,77.487916,85.12357823,0
820,4.115350266,4.77283145,1.092283959,76.28531837,73.56735922,1
884,3.070784629,8.140062305,2.467863124,74.43140491,79.19666351,1
815,3.808581098,8.060254156,1.448770102,76.01060007,74.31107948,1
533,2.588187431,7.515360117,3.727453435,77.60010986,90.93990439,0
673,2.330213257,6.680515281,1.363131077,73.42167263,81.43286144,0
519,3.045280899,13.35952521,0.228063999,78.53047452,70.22625618,1
937,4.010242692,3.460154762,2.60578215,76.75868053,70.69608132,0
826,2.631905924,3.023537734,1.408642308,76.01320945,78.44577098,1
522,3.933438657,4.057591847,1.491675402,77.71043593,92.72045582,1
607,4.109325049,5.087493228,2.195452246,75.74914767,87.93031688,1
568,2.492107134,5.683163028,1.698364435,77.21300531,73.51646184,0
766,4.096619919,3.623880459,2.713354707,75.57141527,71.60814206,1
960,2.392736978,6.701338578,1.154522733,78.89204373,86.75393495,0
655,3.049225454,8.558616624,2.135557151,74.35515872,79.54537181,0
736,4.779352139,7.930298623,2.695161892,75.89851915,78.81256672,1
501,2.824370972,4.754386959,2.987872385,75.76185405,70.22845903,1
1251,3.740493251,5.817403683,3.385734221,77.42541557,68.2288695,1
721,4.333740562,4.116938813,3.924033797,74.72723867,66.83904245,1
760,1.881781387,2.417957022,2.195709318,76.22883519,75.0599332,0
502,4.159377326,6.759875593,1.231715117,76.61639564,81.76418157,1
653,2.464127891,5.118952962,2.750049936,87.03236981,77.17221533,1
770,1.927513108,4.187474067,2.383064922,79.4472194,80.29277548,0
714,3.325674254,5.930912073,3.54869407,75.76214949,71.31488023,1
528,0.838712091,8.026889701,2.311687446,84.06200326,77.71310567,1
1070,2.73668835,6.128955693,1.686794762,77.23429607,87.62481534,1
770,2.204070484,7.691021211,2.186233085,73.46857199,71.41272713,1
651,2.018504765,3.125024627,3.087017717,77.10574264,76.72828102,0
843,4.641241576,14.53431296,1.459414124,77.0188547,82.92702794,1
562,2.071875451,5.239956012,2.158990966,77.51011277,77.58060169,1
619,5.672918584,15.73887141,2.052251454,78.39698883,87.00022538,0
702,2.278651662,4.65682907,2.634803284,76.06596503,69.66781806,1
969,2.790596237,4.49945453,2.562129192,74.23047163,73.9897927,0
854,1.593305669,4.784992193,2.549160707,77.06450092,77.05833532,1
563,1.864383522,7.253645676,1.543164144,75.94561042,82.83399747,1
516,5.120935326,8.594022447,2.61952513,77.07678715,74.23557365,1
438,2.874117909,6.37782256,2.20302365,83.56868787,67.52711961,1
830,2.30298628,9.737316803,2.459955222,77.70397976,78.64207202,1
635,4.724717655,4.707666811,1.497196296,75.31295277,78.43010314,1
477,5.000224574,7.095683961,1.147644459,73.4461581,84.28654302,1
907,2.699196356,8.414517176,0.331061913,78.92605837,78.62994756,1
538,4.201961701,5.790457337,1.474904383,75.65152794,78.06000105,1
1055,4.038389516,4.449688653,2.826937286,76.47362872,81.21030584,1
639,3.72968868,5.316594685,2.454049834,78.92245361,74.20419112,1
626,5.128554564,4.249362715,1.545277641,78.25741258,78.96126358,1
640,3.433809183,4.575582473,1.254645528,77.74475996,78.06942953,1
466,3.97131463,0.791407174,3.268978856,77.41440799,92.1182507,1
998,4.036427674,5.620002317,1.819454025,81.81048131,78.99835183,0
1301,2.479021826,6.105712358,2.035941521,77.09579874,77.41508996,0
848,5.041836347,6.349225426,4.294664318,75.19796477,82.49990933,1
1384,0.259479674,12.14284087,3.785984041,77.78951386,86.34632501,1
602,2.731975509,8.964243383,1.989849504,75.35362765,66.87183502,1
978,2.154908122,4.136235945,1.687718976,78.14530236,89.76875355,0
511,2.828012427,6.733154574,2.304252397,75.05641772,80.61237233,1
1378,4.44381736,6.286231522,2.960403211,79.56976492,71.00044215,0
523,4.474959005,7.703373584,2.54149228,75.43128294,80.66441938,1
612,2.641983094,4.999947057,1.969986406,75.97473609,81.35457455,0
581,4.081327267,7.947877226,3.141427925,83.91973165,76.58502171,1
1543,3.874996606,5.96283774,2.287004707,76.28316117,78.57820314,1
719,2.740394578,6.022168442,1.823225158,76.26403864,83.6642412,0
519,3.356650915,8.001753149,2.734638903,74.94749212,78.34595478,1
543,3.682208955,9.85093977,3.611089995,75.73344095,72.85360473,1
749,3.231946099,3.83349485,3.501595074,75.2514914,76.53390719,1
1104,4.587521214,5.580223367,2.894425776,79.39126232,79.78976939,1
886,3.005863428,7.410883722,3.058269837,74.83910113,77.40482573,0
715,3.868666745,5.091304368,2.497381697,77.26106833,73.49928957,1
955,5.523807222,8.484020694,2.083189413,76.16098627,72.018645,1
817,2.406988501,7.664824132,1.540529599,77.92806505,77.46513434,1
452,2.459926011,4.012940826,1.610199664,79.68799566,88.12250328,1
1408,2.273761231,8.205051663,2.154725671,75.87824151,74.73578764,1
818,3.966873537,2.797681341,2.962607987,77.64538666,77.53208868,1
915,3.572521382,6.572135912,1.825959606,77.73789482,76.6161714,0
1009,2.367954546,7.574363829,3.055311985,75.25864264,88.73843612,0
478,4.573304839,7.13363964,2.755079685,73.29137295,74.92953893,1
719,2.412465876,6.235855011,1.514894792,75.79182261,90.42637678,1
788,2.93577268,5.524147059,2.986184911,76.37276162,85.16192169,1
416,3.47183588,4.406753068,2.378160628,74.68331327,77.20810555,1
450,0.699887698,4.111951561,0.94999253,74.8690501,72.8898093,1
1140,4.037397617,9.708466688,0.958218871,77.86308681,87.18440554,0
672,2.778331808,4.95837802,1.536970457,76.43696218,91.55710081,1
729,3.107362877,6.620816465,2.587125487,77.24274885,68.68660643,1
816,3.824251658,8.525705943,1.609436778,75.52749793,82.15502154,0
834,3.82098838,2.163521975,2.783681659,75.0129691,80.83821692,1
768,3.076909807,5.305303241,1.135412593,77.03803634,80.90654706,1
795,2.756224641,4.218479637,1.437309873,75.50476212,68.06789842,0
1521,3.501033685,6.746939485,1.923696922,77.57661967,80.79564112,0
1256,2.307970944,5.620646088,2.507053699,77.79832927,83.42495911,0
1236,3.949797952,5.791952918,1.906799881,86.2113901,75.60895672,0
941,2.80604691,11.45201369,1.215835815,81.66977162,75.93778237,1
1264,2.625855571,2.231241928,1.013544602,82.92115807,72.34779552,0
723,2.447021282,10.10766875,2.052822828,74.92624683,80.51584077,1
707,2.384502097,5.092421243,3.737263751,84.35259074,92.06448445,0
489,2.658754062,9.22885607,1.440676698,75.41804088,72.27827768,1
1073,4.292349123,5.677427745,1.426389032,86.07070242,79.57954926,0
927,2.604149891,7.353933411,2.904501787,75.3359437,86.73816092,0
832,0.130043074,2.905317809,2.368949139,76.60495608,83.39462218,1
861,4.463623499,2.11835139,1.966063352,76.86465967,77.83773217,1
928,3.242758964,3.536545034,1.318206113,75.44597623,81.86535575,0
655,3.107896456,6.536969984,2.142271167,75.13153858,77.28476906,1
595,2.193474724,6.6870074,2.363755409,75.26063428,90.91322438,1
1483,3.354776846,9.970183901,2.351975046,76.62746543,79.7269877,1
652,4.690347209,6.817049273,2.982626203,76.89343713,72.83342387,1
584,6.826921011,8.455273693,2.896968747,75.12004873,76.51703847,1
713,4.712140313,10.10949195,5.510582032,77.34861585,67.28091951,1
890,4.087352459,5.649278787,1.903825376,77.04970935,79.92865901,0
426,4.374641494,8.161681985,2.582110536,76.31388324,76.39748061,0
904,3.828892078,5.032243342,1.196708695,86.8492501,78.74040722,1
615,2.152158659,4.718995629,1.506581347,76.11610677,71.43860084,0
417,2.44804934,6.964050312,2.580215067,76.16210733,86.90273366,1
543,4.686110974,11.04404679,3.454644871,77.01439421,71.42755179,1
1066,2.271010326,4.075766315,1.124068479,87.94654381,86.7443352,0
715,3.243891348,4.63962428,1.617615631,77.73115099,79.32324264,0
777,2.396161847,3.567786725,5.14941401,75.78390827,72.40202804,0
1555,3.93431314,4.740352445,4.704102359,80.01840017,71.88282159,1
404,3.874906596,4.356480192,1.924570723,75.67583663,73.05531177,0
680,3.651401764,9.817431105,3.201582095,74.72454052,89.2925858,0
1154,3.594084128,4.143899648,2.436834939,76.98405055,81.07559255,1
901,2.961031897,5.375977901,1.118097376,75.28247467,78.88529808,1
916,4.115609459,4.822105054,1.652384712,77.0971788,81.3621193,1
1296,4.113971396,6.912401348,2.804133723,78.44885597,75.21912644,0
500,3.468799053,6.788661524,1.674008568,73.94149294,77.80355553,1
468,5.051009426,4.323411114,2.279459186,74.98531445,66.25712536,1
754,2.931880538,5.210594877,1.070077031,78.21956338,81.21398998,1
1682,2.478167078,7.791165961,2.362752126,76.66915641,80.15025303,0
505,4.29602848,6.603779859,1.929350027,82.0680808,85.77671551,1
569,4.969020457,7.997720985,6.685426485,78.54150689,70.4267002,0
1289,5.455409854,4.621246589,1.346522677,75.88092813,84.45895367,1
408,0.922616345,5.772071341,2.335114042,75.16140331,79.16746301,1
486,3.954290507,5.81423349,1.731194168,88.32997475,70.01320382,0
681,3.598791826,7.300853172,1.083391171,76.20695503,69.84878034,1
846,3.158402775,8.579340805,6.304726143,77.3509994,75.14810516,1
1004,4.251457352,4.025412039,1.046888323,75.85936896,81.58170026,0
1043,3.271046877,3.684830371,1.647410847,75.74725904,87.27825072,1
882,2.049522202,6.551194747,1.237310974,81.67058321,83.41871863,1
1436,4.414597305,13.03311237,2.880989733,77.13799725,83.50389912,1
1162,3.795060323,1.251698611,1.790639704,78.67913588,69.04093491,1
449,1.908710922,1.385100512,2.337084331,76.98159514,81.30679335,1
1266,5.377553778,5.537527641,1.02914323,77.85763617,85.88594308,1
728,2.559098783,4.509129273,2.42747351,74.8806885,74.74344741,0
605,5.23891699,13.65354031,1.793201602,76.41119656,80.66162275,1
622,4.408821227,12.0951616,3.144985915,73.00396245,74.47878985,0
1234,2.853016755,6.14505892,2.78662414,76.78647452,87.46552979,1
228,1.964978502,5.511719788,1.92346602,75.74512082,67.99025988,1
1087,4.136393639,6.500446388,1.446947381,85.56049893,88.06408275,1
604,2.52087308,10.8638766,1.194695242,74.86979627,72.47992413,0
983,3.8892374,5.4447038,3.232267575,84.73314834,72.44297049,1
725,2.530804725,6.977674074,4.091573703,74.63497278,79.5314101,1
851,3.587898469,4.170254133,2.458001802,77.87835696,78.82591401,0
501,3.293375875,8.037788734,4.776639443,74.58980644,78.13120631,1
664,3.497545436,6.583290623,2.848177688,75.8967958,78.47084991,1
639,2.271530051,7.738976555,2.599973805,77.11477553,74.62017707,1
434,4.45980125,7.574376969,1.836868649,77.09942876,75.24056303,1
437,2.771562128,4.244953354,2.574863639,74.70327777,82.72668941,1
452,2.32352549,4.720204162,2.924918423,75.44744115,85.54000576,1
872,3.575352267,10.97368778,2.581692985,87.14009901,89.36155769,1
1075,3.59442125,9.126463762,3.391226758,82.51767766,76.4621433,1
886,3.631693873,1.999349808,2.97656721,76.44019324,75.46375295,0
851,3.67571017,8.08276991,2.546937699,86.79420736,87.00166627,1
789,3.200557932,8.667628114,3.289325237,76.35577674,87.84038757,0
899,4.205633734,7.028671425,2.675176437,84.74112739,87.51765092,1
393,2.527684567,5.83889338,3.252147341,83.57026088,72.64291065,1
1295,4.629372616,7.531660308,1.126737998,76.70707972,78.45554797,1
702,2.842197319,4.83739344,4.515843034,75.59922831,83.11764833,0
741,3.865249787,6.653413435,1.516069608,75.87175371,76.47999871,1
608,2.654145403,9.502421016,5.87926585,76.80025902,82.37309849,1
587,3.031463943,3.001218032,3.018338216,76.34448686,74.80934451,1
1465,4.876276166,14.13823036,2.33497373,74.44745166,89.33462856,0
1314,3.081634441,10.88984796,1.295329568,76.90470616,65.46838012,1
925,2.820947057,7.228920751,6.498745572,82.83999087,80.62636292,1
1108,3.49758966,4.095852304,0.878180687,86.36131584,79.29493742,0
1307,3.771456913,2.955203604,1.844965895,77.86410473,81.62351367,0
1069,5.432855775,4.55702884,2.205259173,76.83795938,75.83968438,1
1306,3.007561016,5.721505554,2.437687101,75.59991945,73.8709031,1
1183,2.818982776,8.621274762,1.014461054,76.13483701,72.36712913,0
396,3.915318321,7.996675362,1.911079249,74.33505056,74.79707535,0
505,2.536811879,12.28186069,1.165932241,75.84782367,89.63889961,1
785,5.903168906,7.064442542,5.511110746,75.67576713,81.12179231,1
1224,4.577375559,5.555869699,2.679219454,80.93629169,70.05245289,0
720,3.27610814,4.677527734,0.926234351,75.72437273,75.29462806,1
761,2.572092694,7.264213859,1.48657611,77.05576607,83.62603717,0
829,3.582282396,5.129312925,2.29827647,85.70189103,66.91730718,1
760,3.515608397,4.574119936,1.998954889,75.85298084,83.31425868,1
793,2.821572459,6.002648705,0.97659578,79.91955699,76.38966654,1
749,2.417844535,11.54094042,2.525898524,75.40161141,80.87020151,1
800,1.239046787,11.72778821,1.640361713,76.83946564,68.44603299,0
600,4.874576621,7.701993673,2.288052939,76.65047348,87.88207796,1
420,2.493881789,4.163429187,3.72720207,75.68527151,91.08597281,1
831,2.340085568,5.784162607,3.551829113,81.72681296,78.55336092,0
885,3.777872008,6.778658027,3.203037993,76.97152206,88.77762403,1
836,5.258868973,4.225744669,2.703844579,74.97570796,72.69458514,1
1531,4.897552752,6.23430907,2.92893506,76.38114535,76.4419299,0
1005,2.77296052,4.956239671,1.795571844,77.52444865,80.28620886,0
490,4.780802371,6.660588209,2.784320113,82.18208498,72.78043698,1
1437,3.980945548,8.193097024,1.741819098,75.60506813,76.84654416,1
1090,4.729924926,5.309892117,3.289947013,74.23702455,69.8384882,1
707,2.592533341,8.759986116,1.570069495,80.71157952,70.54167448,1
627,4.303574821,3.835954681,3.188612765,84.78343109,80.23442229,1
1112,4.698064877,7.670734559,1.429124538,75.60931811,68.39091562,0
1002,2.530485734,4.744287271,3.360069818,77.8690277,73.19715123,0
446,3.681669089,4.102012461,1.563839994,75.34259707,86.19427253,1
425,3.722782908,9.829122756,1.652531441,74.93767018,65.93598334,1
697,3.092194194,2.717958809,3.382436104,76.80895669,71.42370044,1
811,3.859857186,10.8515348,1.687632883,80.59554453,74.05860299,0
782,4.040201043,8.220900417,2.007360751,77.77531311,80.84006699,0
597,5.003699219,8.327548421,2.182995794,74.97798301,67.06037262,1
563,3.39612656,5.167091159,1.586716185,76.57686263,70.78580695,1
964,1.916167709,5.067028967,0.994278036,77.30815597,76.24706988,0
795,2.668510127,6.362541845,3.133927968,83.26753401,88.65458795,0
853,3.610839926,9.021396231,1.779990767,79.2520846,82.28686707,0
1154,2.250126969,6.919377682,2.455056091,75.642668,81.85195908,0
605,2.695039583,10.17444381,2.200698788,74.55143161,70.19445955,1
493,2.219858242,5.841867314,1.371191719,73.51110523,79.41876086,1
605,2.399020337,8.191829155,2.657778397,75.93967203,84.78331749,0
906,3.898433896,7.295918588,2.113603284,87.37075101,90.31362386,1
1206,3.895751377,5.856936889,1.661437114,77.02162221,74.42977887,1
742,2.420068859,11.66479922,3.288465172,74.67050795,88.54301782,1
1117,2.767702643,1.849573502,1.431747526,84.99916833,71.37276434,1
1064,0.192245506,7.374385561,1.414468526,76.85518976,81.59063708,0
866,4.266469313,4.62560235,0.450964037,76.27365907,77.5820768,0
750,1.865464886,5.360332114,1.494261826,77.2662568,74.67370289,0
652,2.952229839,4.328989739,3.189903735,76.3292567,75.59877904,1
1407,4.891415587,7.623181408,1.824596422,75.33108164,72.0609453,1
1584,4.201017856,4.838283568,0.238667222,78.1136219,70.31999363,0
506,5.008774859,5.357533285,1.005682408,80.566685,77.42417463,1
789,3.047942572,5.959697578,3.515846217,74.91619246,70.8986676,1
492,3.120049383,5.909157496,1.763014818,78.5001748,72.04586535,0
883,2.262759361,5.188752172,3.772193734,75.48282386,83.79895028,1
762,4.513581148,7.358038718,2.04961317,85.28274536,75.91194624,1
816,2.436999013,6.038875345,3.142481314,83.05158074,77.48899247,1
1180,2.659929089,6.628908385,1.491820204,78.1328431,84.46596902,1
1522,3.193802757,3.343933945,3.23962455,76.59709841,79.44971933,0
866,4.343461997,8.022555595,3.118126963,85.27476256,77.64556961,1
556,2.34633547,4.898032196,0.096121341,76.81612404,90.49220542,1
502,4.160130067,5.494894663,2.411664996,76.13180454,84.75852725,1
470,3.719698733,8.326191672,2.748457398,77.56781236,80.41599027,1
692,2.891998359,14.21951797,1.797976427,76.72310502,79.73042896,1
811,3.966318376,13.56409707,1.898918887,75.53969189,84.7200783,0
1856,1.835869914,9.359482409,1.609089108,77.78176213,82.47981404,0
975,4.326316321,6.302164372,2.074008972,81.0378965,80.26934638,0
816,3.778389874,12.06510091,1.336874016,87.97700677,69.42901767,0
484,2.00524862,5.089433967,2.9792744,80.8090775,80.2167768,1
1251,2.64839543,6.68001247,1.322660819,74.34417652,70.0978235,0
1026,4.606592519,6.243989562,3.081663837,77.46718473,79.65347284,1
522,3.82506069,6.580158678,5.593862945,75.82964416,81.05282365,1
1005,4.042843027,0.783795251,2.802961249,77.16934797,82.60942614,0
1117,3.830979738,9.480587345,2.272647738,76.63834002,85.97526247,0
493,4.987390974,5.488729272,4.296275292,77.86984328,79.19338943,1
493,2.640644344,8.433415923,1.3733205,75.91122544,87.5716388,1
1159,5.487616866,6.002417676,2.429021134,78.01938894,76.2175297,1
904,3.242548338,1.418040587,2.474057407,82.01593221,77.39304782,1
532,3.460927263,6.186997611,1.415052181,83.70739128,85.06927108,1
1424,3.386244146,5.818497578,3.596135942,77.19158085,68.69296811,0
973,3.727802527,12.78000148,6.513687702,76.63990419,80.66255291,0
1146,2.191356128,1.600809987,2.075441638,77.79979262,88.22691722,1
987,0.752522214,4.801435254,2.41289945,77.96487524,68.74647065,0
1257,4.892976812,7.802080642,2.908501909,77.04489874,83.3901006,1
684,2.311274773,5.430210852,6.019936974,78.39018787,72.35259792,0
747,2.301026665,6.491457283,2.247203193,73.68960949,82.89214025,1
1397,2.888932844,1.845863668,1.371127888,77.66123218,75.50268697,1
705,3.395494365,13.88828764,2.356462471,75.15695184,73.32107889,1
641,3.049971716,7.860028437,1.366633968,77.06768991,81.34841655,1
705,3.049553659,9.869917055,5.370668868,82.76710407,72.15661291,1
681,3.846053169,8.28565601,1.006465108,85.01113161,67.45055163,1
629,2.582628812,6.480300182,1.487202601,77.08156748,80.10516193,1
666,2.058662917,2.236146421,1.777788184,77.37216742,79.12553764,1
764,2.357019897,7.379463997,2.510326515,75.79956016,73.77871034,1
550,4.798035102,4.378461777,1.566157806,76.76308622,81.3303851,1
771,3.615147869,8.280813141,2.025358764,76.93588112,85.01133591,0
632,4.480878558,6.195419407,2.586983014,74.78288092,73.4976046,1
817,1.802659212,11.83786602,1.59932056,76.85877669,75.9698716,1
983,4.062762175,3.539980941,1.447100715,77.89601995,82.24610557,0
539,2.990570627,5.297053166,1.465857493,77.65835238,71.1535119,1
1085,5.37942104,10.63330279,2.869764461,75.19810151,80.04679842,1
639,4.274741993,6.897624861,2.982597262,76.35013633,76.86968479,0
799,2.072629728,5.870729996,1.548537787,76.3203089,82.6721048,1
569,1.754732265,6.863574417,2.336859763,77.20916174,66.83489709,1
438,2.43645841,7.591275422,1.326241297,78.96652642,73.66600343,1
743,5.295491124,6.505626814,1.576850597,76.42143351,77.13030962,1
668,5.005311893,4.767011766,4.576784098,76.62127274,90.76293766,0
983,4.057117245,4.424092696,1.196690904,77.63776029,81.76085316,1
890,2.181246173,4.673951457,3.592181195,75.62701041,69.27870738,0
858,3.361348562,11.19818005,4.392487413,74.66565767,82.30176467,0
909,4.003845122,5.538227507,2.286216081,78.41582227,82.01845159,0
559,2.261476822,6.650522943,2.277881485,75.15678268,79.00201992,1
907,2.608657513,6.162707596,0.97008804,78.16392392,87.95917449,0
1288,3.452046746,6.631740585,3.469447368,76.58948658,84.95066989,0
516,3.402057511,7.548267679,1.650776236,74.42265946,73.22235556,1
461,2.726027379,2.97876053,0.746867381,74.49580717,70.98679635,0
1138,3.91188285,2.918049769,3.032650513,75.82297028,83.43092242,0
670,4.220738437,8.012734532,3.006740576,76.40559984,76.56584774,1
979,2.171915549,4.882874111,2.556890641,78.13521093,78.36613761,1
425,1.989641184,9.954673653,1.609102411,77.28177648,80.52187239,0
813,4.604933567,3.373228602,1.521375307,76.94800266,78.72560577,1
538,3.722633505,5.260489759,3.368880861,74.32774391,83.62512427,1
